
param Vnom := 11.4;

param Barra_SE := 0; 

          
#----------------------------------------------------------------------- 

param :        Ob :        PD       QD     QC     Vini:=
               0           0.0      0.0     0    11.4000
               1           0.0      0.0     0    11.2683
               2         100.0     50.0     0    11.1662
               3         300.0    200.0     0    11.0560
               4         350.0    250.0     0    11.0191
               5         220.0    100.0     0    10.9514
               6        1100.0    800.0     0    10.9415
               7         400.0    320.0     0    10.9121
               8         300.0    200.0     0    10.9053
               9         300.0    230.0     0    10.8954
               10        300.0    260.0     0    10.9041
               11          0.9      0.0     0    11.3642
               12       1200.0    800.0     0    11.2102
               13        800.0    600.0     0    10.9895
               14        700.0    500.0     0    11.1980
               15          0.0      0.0     0    11.2541
               16        300.0    150.0     0    11.2063
               17        500.0    350.0     0    11.1613
               18        700.0    400.0     0    11.0438
               19       1200.0   1000.0     0    11.0199
               20        300.0    300.0     0    10.9666
               21        400.0    350.0     0    10.9370
               22         50.0     20.0     0    10.9357
               23         50.0     20.0     0    10.9341
               24         50.0     10.0     0    10.9333
               25         50.0     30.0     0    11.3596
               26        100.0     60.0     0    11.3070
               27        100.0     70.0     0    11.1872
               28       1800.0   1300.0     0    11.1563
               29        200.0    120.0     0    11.1487
               30          0.0      0.0     0    11.2960
               31       1800.0   1600.0     0    11.2259
               32        200.0    150.0     0    11.2153
               33        200.0    100.0     0    11.2143
               34        800.0    600.0     0    11.1916
               35        100.0     60.0     0    11.1867
               36        100.0     60.0     0    11.1494
               37         20.0     10.0     0    11.1473
               38         20.0     10.0     0    11.1453
               39         20.0     10.0     0    11.1474
               40         20.0     10.0     0    11.1445
               41        200.0    160.0     0    11.1359
               42         50.0     30.0     0    11.1425
               43          0.0      0.0     0    11.3638
               44         30.0     20.0     0    11.3431
               45        800.0    700.0     0    11.2748
               46        200.0    150.0     0    11.1989
               47          0.0      0.0     0    11.1504
               48          0.0      0.0     0    11.1023
               49          0.0      0.0     0    11.0544
               50        200.0    160.0     0    11.0256
               51        800.0    600.0     0    10.9719
               52        500.0    300.0     0    10.9524
               53        500.0    350.0     0    10.9214
               54        500.0    300.0     0    10.9160
               55        200.0     80.0     0    10.9470
               56          0.0      0.0     0    11.2531
               57         30.0     20.0     0    11.0068
               58        600.0    420.0     0    10.9832
               59          0.0      0.0     0    10.9651
               60         20.0     10.0     0    10.9527
               61         20.0     10.0     0    10.9526
               62        200.0    130.0     0    10.9003
               63        300.0    240.0     0    10.9104
               64        300.0    200.0     0    10.9143
               65          0.0      0.0     0    11.3595
               66         50.0     30.0     0    11.2593
               67          0.0      0.0     0    11.1604
               68        400.0    360.0     0    10.9833
               69          0.0      0.0     0    10.9513
               70          0.0      0.0     0    10.9035
               71       2000.0   1500.0     0    10.8663
               72        200.0    150.0     0    11.1947
               73          0.0      0.0     0    11.1573
               74          0.0      0.0     0    11.1332
               75       1200.0    950.0     0    11.0910
               76        300.0    180.0     0    11.0744
               77          0.0      0.0     0    11.1521
               78        400.0    360.0     0    11.0255
               79       2000.0   1300.0     0    10.9854
               80        200.0    140.0     0    10.9630
               81        500.0    360.0     0    10.9464
               82        100.0     30.0     0    10.9451
               83        400.0    360.0     0    10.9584
               ;
         

#----------------------------------------------------------------------- 

param :       Ol:       linha       R        X        Imax:=
           0       1       1     0.1944      0.6624     1000
           1       2       2     0.2096      0.4304     1000
           2       3       3     0.2358      0.4842     1000
           3       4       4     0.0917      0.1883     1000
           4       5       5     0.2096      0.4304     1000
           5       6       6     0.0393      0.0807     1000
           6       7       7     0.0405      0.1380     1000
           7       8       8     0.1048      0.2152     1000
           7       9       9     0.2358      0.4842     1000
           7      10      10     0.1048      0.2152     1000
          0       11      11     0.0786      0.1614     1000
          11      12      12     0.3406      0.6944     1000
